#,年,月,期,标题,栏目,栏目e,行业,作者,内容
306,Y2021,M04,#478,商业统计对于银行行员之利益及价值——《张公权金融言论集》（马学斌编著）摘登（2）,张公权金融思想专栏,Special Column,--,张公权,"[按] 原载《中行月刊》第1卷第2期（1930
该文亦为落实中行改革举措——训练适应中行经
企业经营的重要性不言而喻。但并不是每个从事
建的经济研究机构开始工作，并开始在《中行月
指标“没有什么用处”现象，从商业统计的目的
入浅出的阐述。告诫各级行员：“要晓得你若有了
意的观念便可明确不少；你的判断便有根据了”。全
所举案例，均可操作执行。不啻为一商业统计的入
商业统计对于银
价值
——《  张公权金融言论集
◎张公权
本行月刊，发行了第一期，各行的同仁，想
都已读过了。在负责编辑的同仁，时时惴惴深怕内
中材料，不能十分引起读者的兴趣。虽说因为这是
本行的新刊物，同事们或者与[予]以较多的注意，
但究竟是否个个同事，与[予]以深切的研究。他
们阅读的时候，是否从第一页到末一页，都觉得有
兴趣有价值，吾们狠[很]是怀疑。吾们脑筋中已
有一种想像，觉得读者们，大多数读了第一第二篇
的论著，以为这是最重要的，不可不读的。此外稍
偏于专门的著作及一切商业统计，一定觉得与读者
没有什么用处，一页一页的粗知大意的掠过了，或
竟致不过目了。 ..."
307,Y2021,M04,#478,近世之经济学，成为精深博大之学科——《张公权金融言论集》（马学斌编著）摘登（3） ,张公权金融思想专栏,Special Column,--,张公权,"较，上星期与本星期的比较，本年与上年同时期的
比较，价格之上下，及其上下之程度，以及将来的
趋势。简单言之，就是要从数字上研究意义出来。
什样叫做有目的的应用，就是以前老式的钱业，虽
说是没有统计，但是他们的跑街先生，亦时常报告
消息，所以不能说他们不利用统计。现在时代变
迁，各种工商业，日见复杂，银行主顾们经营的事
业，范围亦日见广大。所以我们必须有正确的统计，
来判断我们的营业，解决他们的问题。要晓得你若
[按] 原载《银行周报》第1卷第1期（上海，191
由张公权亲自谋划创办，初期独任编辑。
近世之经济学，
学科
——《  张公权金融言论集
◎张公权
近世之经济学，成为精深博大之学科，其涵义
颇为广漠，固不得以俭财一义赅其全体。而仅就俭
财之真义言之，盖亦非消极而为积极；必使所有之
财，尽其流通之量，宏其润泽之用。而欲贯彻此主
义，实现其效用，要在金融机关完整就绪，市无游资，
地无遗利，尽利用之能力，而无锱铢之废弃。其在
通关贸易，规模恢廓，固赖大有力之机关，为之通
融，得以发展业务，增长其对外之抵抗力；即在僻
壤穷乡，操小农工业者，亦各有相当之协济，庶免
偏枯不均之弊。故一国金融犹人身之有血脉，所谓 ..."
308,Y2021,M04,#478,近世之经济学，成为精深博大之学科——《张公权金融言论集》（马学斌编著）摘登（3）,张公权金融思想专栏,Special Column,--,张公权,"较，上星期与本星期的比较，本年与上年同时期的
比较，价格之上下，及其上下之程度，以及将来的
趋势。简单言之，就是要从数字上研究意义出来。
什样叫做有目的的应用，就是以前老式的钱业，虽
说是没有统计，但是他们的跑街先生，亦时常报告
消息，所以不能说他们不利用统计。现在时代变
迁，各种工商业，日见复杂，银行主顾们经营的事
业，范围亦日见广大。所以我们必须有正确的统计，
来判断我们的营业，解决他们的问题。要晓得你若
[按] 原载《银行周报》第1卷第1期（上海，191
由张公权亲自谋划创办，初期独任编辑。
近世之经济学，
学科
——《  张公权金融言论集
◎张公权
近世之经济学，成为精深博大之学科，其涵义
颇为广漠，固不得以俭财一义赅其全体。而仅就俭
财之真义言之，盖亦非消极而为积极；必使所有之
财，尽其流通之量，宏其润泽之用。而欲贯彻此主
义，实现其效用，要在金融机关完整就绪，市无游资，
地无遗利，尽利用之能力，而无锱铢之废弃。其在
通关贸易，规模恢廓，固赖大有力之机关，为之通
融，得以发展业务，增长其对外之抵抗力；即在僻
壤穷乡，操小农工业者，亦各有相当之协济，庶免
偏枯不均之弊。故一国金融犹人身之有血脉，所谓 ..."
309,Y2021,M06,#480,数字经济与全球复苏新动能—— 兼析对数字经济时代国际金融问题的思考 ,特稿,Feature,--,刘连舸,"—— 兼析对数字经济时
◎刘连舸
非常高兴来到美丽的厦门大学，参加中国国际
金融学会青年论坛。2009年，我在进出口银行工作
期间，就曾与朱民院长、李扬理事长共同参加中国
国际金融学会青年论坛。今天再次参加，倍感亲切
首先，我代表中国银行、中国国际金融学会，对各
位嘉宾和学者的莅临表示衷心感谢！也借此机会
向厦门大学百年华诞表示热烈祝贺！
今天我简要谈一谈对全球经济的一些观察。近
年来，全球经济面临“低增长、低通胀、低利率”困局
新冠肺炎疫情使这些问题面临新的态势，多种因素
交织下，全球经济面临的环境错综复杂。在美国经
济刺激政策和中国率先复苏的带动下，全球经济正
逐步走出低谷。但当前印度、东南亚等地区疫情突
然加剧，病毒加速变异，全球形势充满不确定性
迫切需要从理论思考和实践发展方面对全球复苏问
题进行研判。值得关注的问题很多，我仅围绕数字
经济发展与全球复苏新动能，与大家分享一些思考
一、数字经济正成为全球复苏的引擎
2020年，在世界经济衰退的背景下，全球主要 ..."
310,Y2021,M06,#480,国际金融研究的新方向 ,中国国际金融学会青年论坛专栏,Special Column,--,李扬 ,"国际金融研究的
◎李扬
摘要：本文介绍了近年来国际金融研究内容所
发生的变化，分析并指出国际金融领域中新的重点
研究方向。本文认为，当前开展国际金融研究具有
更加重要的意义。
关键词：国际金融研究；数字货币；国际收支；
国际治理体系
中图分类号：F831             文献标识码：A
一、国际金融研究内容的变化
近年来，国际金融、国内金融的界限变得越
来越模糊。我国早期的金融学教科书所教授的内容
是从国内金融向国际金融延伸；而在国外的金融学
教材中，每一个国家的国内金融是整个国际金融体
系的一个组成部分。目前来看，后一种理解可能更
为合理——将世界看成一个整体，在这个整体中不
同国家承担的角色以及不同国家之间所产生的联
系是不容忽视的。
在这个大的视角之下，需要对传统国际金融
研究的主要问题进行更加深入的研究。研究领域没
有发生太大的变化，但研究内容发生了很大变化。 ..."
311,Y2021,M06,#480,从中国金融史中借鉴的三点经验 ,中国国际金融学会青年论坛专栏,Special Column,--,Warren Bailey ,"从中国金融史中
◎Warren Bailey
摘要：本文介绍了中国历史上与金融相关的几
个案例，以及这些案例如何帮助我们思考当下热点
问题。本文讨论了三个问题，分别是股市兴衰的现
象和意义、货币供应的重要性和货币供应失控的后
果，以及货币的内涵。
关键词：股市泡沫；量化宽松；货币供应量
中图分类号：F831              文献标识码：A
一、股市兴衰的意义
投资者对金融市场价格保持信心非常重要。我
们经常使用美国国债收益率评估其他资产，使用股
票指数计算beta，使用原油期货获取大宗商品价格
的信息，使用市盈率及其他指标来估值。对股市和
这些指标没有信心会给投资带来很多困扰。
“上海橡胶热潮”是一个很好的例子。100多
年前中国还没有热带橡胶种植园，但Klebang 橡胶
产业公司等很多橡胶种植公司在上海进行交易。这
些公司在上海成立，从事东南亚等国的橡胶业务，
并在上海证券交易所交易。上海交易的橡胶种植园 ..."
312,Y2021,M06,#480,世界经济的“三低两高”现象 ,中国国际金融学会青年论坛专栏,Special Column,--,张明,"世界经济的“三
◎张明
摘要：本文归纳了当前世界经济面临的“三低
两高”现象，阐述了“三低两高”彼此之间存在的
自我强化机制。这种自我强化机制构成了一个很难
走出的长期停滞“陷阱”。针对上述现象，本文提
出了六种解决方案，但认为短期内世界经济摆脱长
期停滞的可能性不大。新冠肺炎疫情的暴发也难以
成为世界经济走出“三低两高”格局的催化剂。
关键词：“三低两高”格局；新冠肺炎疫情；长
期性停滞；美债收益率
中图分类号：F831              文献标识码：A
2021年以来，在疫苗和疫情的“赛跑”中，疫
苗占了上风，全球疫情的拐点在2021年1月出现。
2020年，全球主要经济体经历了一次集体衰退，
2021年将迎来集体复苏。在经济已经开始复苏的背
景下，美国政府依然出台了规模巨大的财政货币刺
激政策。此举提升了市场的通胀预期。经济复苏与
政策放水的组合也助长了全球投资者的风险追逐情
绪，2021年以来，美国股市、大宗商品、比特币等
风险资产的价格不断创历史新高。
然而，当前市场的最大担忧在于，通货膨胀预
期和现实通胀率的上升是否会推动美国长期利率显
著攀升，并使风险资产价格显著回调？本文认为，
对美国长期利率在短期内上升空间的判断，与新冠
肺炎疫情的界定直接相关。新冠肺炎疫情究竟是次 ..."
313,Y2021,M06,#480,债务型经济与超级泡沫时代的未来 ,中国国际金融学会青年论坛专栏,Special Column,--,赵建,"◎赵建
摘要：本文介绍了不同历史时期影响经济增长的主
要因素，从全球化角度解析债务大爆发的原因及过程
从不同角度解析了三大超级泡沫的产生原因，并指出
我国要保持足够的警惕。同时，立足国情与世界形势
提出针对我国的政策建议。
关键词：债务大爆发；全球化；经济增长；资产泡沫
中图分类号：F831              文献标识码：A
近年来，“债务”成为非常流行的词语。经济增长
正变得更加依赖债务，债务周期成为决定经济周期的
非常重要的一个因素；一旦债务停止增长，经济增长将
随之停止，经济的整体波动越来越转移到债务周期上。
一、不同历史时期影响经济增长的主要
因素
在工业革命之前，决定经济周期的是人口波动
在这一时期，用于生产的要素只有人口和土地，人口是
影响经济增长的唯一要素。21世纪以来，债务越来越
成为影响经济的主要因素，基本原理为债务的指数级
波动和资源或需求线性波动之间的矛盾和背离导致了
经济矛盾。工业革命之前，人口波动非常小，经济处
于长期停滞。工业革命之后，人口爆发式增长，但经
济周期并非依靠人口变动调整。在资本主义时期，企
业在生产经营过程中引入经营杠杆，马克思主义经济 ..."
314,Y2021,M06,#480,美国应如何推进基础设施建设 ,时评,Review,--,杰弗里·萨克斯,"◎杰弗里·萨克斯
摘要：本文指出，在1.9万亿美元疫情救助计划
之外，美国还应在交通、能源、饮用水、教育、宽
带网络等领域大力推进基础设施建设。这对美国经
济复苏、提升长期竞争力具有重要意义。考虑到接
下来一个阶段利率可能回升、资产价格可能出现泡
沫，美国政府应综合采取发行债券、增发货币，特
别是加税的方式来进行融资。当前，美国公司部门
税负较低，且存在较多避税情况。未来，美国可通
过提升公司税税率增大税收收入。
关键词：美国基础设施建设；疫情救助计划；财
政赤字；宽松货币政策；公司税
中图分类号：F831           文献标识码：A
一、	美国应在多个领域推进基础设施
建设
此前，拜登政府已推出1.9万亿美元的新冠疫情
救助计划，这项计划包括三项重要的救助开支。一
是将支出0.4万亿美元，通过增加公共医疗资源等措
施直接抗击疫情。二是将转移支付约1万亿美元给
劳动阶层，这一阶层中的很多家庭都遭到了疫情的
重创。三是支出约0.44万亿美元，用于帮助无法在
债券市场融资的地方政府，以及难以在资本市场融
资的中小企业。
继拜登政府推出救助计划后，众议院议长南
希·佩罗希又提出，美国需要推进面向关键经济领 ..."
315,Y2021,M06,#480,防滞胀关键在于增强供给弹性 ,银行家论坛,Banker's Forum,--,彭文生 ,"◎彭文生
摘要：2021年以来，国际大宗商品价格出现了
一轮普涨，原材料价格的上涨在国内引起了广泛关
注。与疫情前的2019年年底相比，铜价累计上涨
44%，铝价上涨29%，铁矿石上涨70%，大豆价格
上涨52%。如何认识原材料价格上升背后的驱动
力？本文提出，主要矛盾在于后疫情时代全球经济
供给弹性下降，而不是“输入型通胀”或者经济复
苏带来的需求过热。因此，应对之策应该在供给侧
下功夫，同时重视供给冲击的结构分化影响。
关键词：通胀； 供给弹性；结构分化；超周期管
理
中图分类号：F832           文献标识码：A
一、“输入型通胀”没有抓住通货膨
胀问题的核心矛盾
当前，有一种相当流行的观点是中国正在经历
“输入型通胀”。什么是输入型通胀？最直观的定义
是进口商品价格上升，背后是海外需求或者供给冲
击的力量。在某些语境下，还有第二种定义，即外
需拉动的价格上升：海外需求走强，拉动出口，推
高本国的总需求。
“输入型通胀”对我们把握当前价格上升的核
心驱动力并无帮助，甚至可能产生误导。一个根本 ..."
316,Y2021,M06,#480,工业互联网产业金融服务场景建设探索与实践—— 基于国内商业银行视角 ,银行业经营管理,Banking Management,--,徐淋涛 相瑞 ,"探索与实践
—— 基于国内商业银行
◎徐淋涛   相瑞 
摘要：工业互联网通过实现人机的全面互联构
建起新型工业生产制造和服务体系，成为支撑第四
次工业革命的基础设施，对未来发展具有全方位
深层次、革命性的影响。本文在梳理当前国内工业
互联网行业发展现状的基础上，解析了整个产业链
的布局分工和场景应用，并展望了行业整体的未来
发展趋势。在此基础上，提出了商业银行与国内工
业互联网产业链上中下游企业金融服务业务场景建
设的探索与实践。
关键词：工业互联网；产业链；金融服务；场景
建设
中图分类号：F832            文献标识码：A
受贸易摩擦、新冠肺炎疫情等外部因素影响
2020年全球经济出现了大面积停摆，经济复苏现状
不容乐观。工业互联网行业具有互联互通、智能制造
先进计算、数据感知、精准决策等优势，对于国家在
基础制造业领域中生产模式转型、资源高效配置、产
业融合发展等具有推动作用，同时也有望加速成为中
国经济发展的主推力量。因此，对商业银行与国内工 ..."
317,Y2021,M06,#480,中国经济如何摆脱房地产依赖 ,宏观经济与市场,Macro Economy & Market,--,樊磊,"中国经济如何摆
◎樊磊
摘要：在2020年新冠肺炎疫情冲击中国经济的
外部环境下，房地产投资的强劲反弹仍然是中国经
济反弹的重要支撑。然而，继续依靠房地产投资支
撑总需求可能带来房屋供给过剩和潜在金融风险
房住不炒的政策长期实施可能意味着中国经济已经
到了必须摆脱对房地产投资过度依赖的时候。那么
中国经济为什么出现了房地产依赖？又该如何摆脱
房地产依赖？本文通过对现金流量表中资本形成的
再识别与调整，对中国宏观消费、投资率进行了估
算，并依此对上述问题进行回答。
关键词：房地产；房地产投资依赖；中国经济
中图分类号：F832           文献标识码：A
一、	引言
受疫情的负面冲击，中国经济在2020年一季
度一度出现明显的负增长，但是在货币与财政政策
发力支撑经济的情况下，中国成为全球唯一在2020
年实现正增长的主要经济体。然而，一直存在争议
的房地产在经济反弹的过程中可能再度发挥了重要
作用。2020年中国商品房销售面积同比增长2.6%  
房地产开发投资同比增长7.0%——后者显著高于名
义GDP的增长水平。 ..."
318,Y2021,M06,#480,供给受限不等于供给能力受限：论此轮美国通胀威胁有多大                                                                                              ,宏观经济与市场,Macro Economy & Market,--,谭华清,"Macro Economy & Market
供给受限不等于
论此轮美国通胀
◎谭华清
摘要：2020年10月以来美国通胀预期的回升，
叠加大宗商品大幅涨价推升了市场对美国通胀的担
忧。通常而言，随着经济的复苏，利率和物价水平也
随之反弹。在新冠肺炎疫情后的经济复苏下，这一
经济规律也成立，不过疫情后经济复苏也有其特殊
性。新冠肺炎疫情同时对供给和需求产生冲击，在
美国多轮财政救助计划的支持下，美国居民的消费
很快回到了疫情前的水平，但产出的修复还很漫长。
产出的修复缓慢和疫情干扰，以及美国的财政救助
措施对美国经济增长和通胀都有影响。因此，短期
产出修复落后需求修复的局面或将持续到新一轮救
助措施到期或疫情结束。但美国的通胀很难演变为
恶性通胀，持续时间也不会太久。美国企业破产率、
垃圾债违约率的回升都比较温和，美国企业总体上
没有受到系统性的冲击。随着疫情受控，劳动力重
回就业市场，产出修复的速度会加快，美国市场供
不应求的局面或有改善。
关键词：美国通胀；新冠肺炎疫情；财政救助；
供给能力
中图分类号：F832           文献标识码：A
近期，美国通胀回升引起了市场的关注。经济 ..."
319,Y2021,M06,#480,探索后疫情时代人民币国际化在欧洲的突破之路                                                                    ,宏观经济与市场,Macro Economy & Market,--,项钟 王毅 金盛业,"探索后疫情时
欧洲的突破之路
◎项钟   王毅   金盛业
摘要：后疫情时代，全球经济政治格局正在发
生深刻变革。新冠肺炎疫情之后，中国经济快速企
稳反弹，人民币资产价值被投资者长期看好，人民
币汇率持续走强，带动人民币国际化再度成为市场
热点。本文从中国数字经济创新发展优势和人民币
国际化发展历程视角，探讨人民币在后疫情时代进
一步国际化发展所面临的新机遇和新挑战。
关键词：新机遇；区域经济一体化；清算网络
直接定价；互联互通
中图分类号：F831              文献标识码：A
2020年，一场突如其来的疫情席卷全球，重创
全球经济。得益于中国政府对新冠肺炎疫情的高效
管理，中国经济实现快速复苏，成为2020年唯一
实现正增长的主要经济体，人民币随之强势升值
人民币计价资产受到投资者广泛追捧。在全球气候
变暖的背景下，以风能、太阳能、氢能为代表的清
洁能源替代以石油、煤炭为代表的传统化石能源趋
势日趋明朗，这将对20世纪70年代中期以来形成
的国际石油美元体系形成持续冲击。国际货币体系
中美元一极独大的局面受到挑战，全球储备货币格
局多元化趋势明显，未来有可能出现美元、欧元和 ..."
320,Y2021,M06,#480,探索后疫情时代人民币国际化在欧洲的突破之路,宏观经济与市场,Macro Economy & Market,--,项钟 王毅 金盛业,"探索后疫情时
欧洲的突破之路
◎项钟   王毅   金盛业
摘要：后疫情时代，全球经济政治格局正在发
生深刻变革。新冠肺炎疫情之后，中国经济快速企
稳反弹，人民币资产价值被投资者长期看好，人民
币汇率持续走强，带动人民币国际化再度成为市场
热点。本文从中国数字经济创新发展优势和人民币
国际化发展历程视角，探讨人民币在后疫情时代进
一步国际化发展所面临的新机遇和新挑战。
关键词：新机遇；区域经济一体化；清算网络
直接定价；互联互通
中图分类号：F831              文献标识码：A
2020年，一场突如其来的疫情席卷全球，重创
全球经济。得益于中国政府对新冠肺炎疫情的高效
管理，中国经济实现快速复苏，成为2020年唯一
实现正增长的主要经济体，人民币随之强势升值
人民币计价资产受到投资者广泛追捧。在全球气候
变暖的背景下，以风能、太阳能、氢能为代表的清
洁能源替代以石油、煤炭为代表的传统化石能源趋
势日趋明朗，这将对20世纪70年代中期以来形成
的国际石油美元体系形成持续冲击。国际货币体系
中美元一极独大的局面受到挑战，全球储备货币格
局多元化趋势明显，未来有可能出现美元、欧元和 ..."
321,Y2021,M06,#480,美联储应对疫情冲击的政策选择、操作特征及启示  ,宏观经济与市场,Macro Economy & Market,--,汪金祥,"Macro Economy & Market
美联储应对疫情
操作特征及启示
◎汪金祥
摘要：2020年，为应对新冠肺炎疫情冲击对美
国经济金融造成的负面影响，美联储几乎实施了所
有的传统货币政策工具，并重启和创设了一系列非
常规货币政策工具，引起了社会各界的广泛关注。
本文梳理了美联储针对疫情冲击出台的各项政策，
分析了政策操作的主要特征，并针对性地提出了对
我国的启示：积极应对美联储超级量化宽松政策的
外部溢出效应；尽力避免出现超低利率情形；明确
防止财政赤字货币化；更加重视中央银行预期管理。
关键词：疫情；货币政策；量化宽松
中图分类号：F831              文献标识码：A
2020年3月以来，新冠肺炎疫情在美国迅速蔓
延，对美国经济社会造成巨大冲击，大量经济活动
一度中断，失业率大幅攀升，市场恐慌情绪蔓延，
金融市场震荡波动加剧。为应对疫情危机，美联储
启动实施了几乎所有工具箱中的货币政策工具，救
市速度之快、力度之大十分罕见，一些操作甚至突
破了传统货币理论的政策框架和一般市场预期。在
此背景下，深入探讨美联储救市政策措施及特征，
对我国货币政策操作具有一定的启示。 ..."
322,Y2021,M06,#480,美联储应对疫情冲击的政策选择、操作特征及启示,宏观经济与市场,Macro Economy & Market,--,汪金祥,"Macro Economy & Market
美联储应对疫情
操作特征及启示
◎汪金祥
摘要：2020年，为应对新冠肺炎疫情冲击对美
国经济金融造成的负面影响，美联储几乎实施了所
有的传统货币政策工具，并重启和创设了一系列非
常规货币政策工具，引起了社会各界的广泛关注。
本文梳理了美联储针对疫情冲击出台的各项政策，
分析了政策操作的主要特征，并针对性地提出了对
我国的启示：积极应对美联储超级量化宽松政策的
外部溢出效应；尽力避免出现超低利率情形；明确
防止财政赤字货币化；更加重视中央银行预期管理。
关键词：疫情；货币政策；量化宽松
中图分类号：F831              文献标识码：A
2020年3月以来，新冠肺炎疫情在美国迅速蔓
延，对美国经济社会造成巨大冲击，大量经济活动
一度中断，失业率大幅攀升，市场恐慌情绪蔓延，
金融市场震荡波动加剧。为应对疫情危机，美联储
启动实施了几乎所有工具箱中的货币政策工具，救
市速度之快、力度之大十分罕见，一些操作甚至突
破了传统货币理论的政策框架和一般市场预期。在
此背景下，深入探讨美联储救市政策措施及特征，
对我国货币政策操作具有一定的启示。 ..."
323,Y2021,M06,#480,发达经济体面临“三低”困境的原因、风险和未来挑战——基于欧美的经验证据  ,宏观经济与市场,Macro Economy & Market,--,郝毅,"Macro Economy & Market
发达经济体面临“
风险和未来挑战
—— 基于欧美的经验证据
◎郝毅
摘要：当前，“低增长、低利率、低通胀”这一
局面不再是日本经济的独有现象，而成为欧美发达
经济体共同面临的难题，并且暂无扭转迹象。本文
剖析了发达经济体“三低”困境形成的原因和现状，
认为“三低”因素之间存在互为因果和互相强化的
关系，并会带来非居民部门杠杆率增加、金融泡沫
累积和经济增长动能下降等风险。在后疫情时代，
这些风险将显著压缩宏观政策的空间，给世界经济
复苏带来更大不确定性。
关键词：“三低”困境；经济风险；政策调控
中图分类号：F831            文献标识码：A
2020年，新冠肺炎疫情的暴发使刚刚出现复苏
曙光的全球经济再次蒙上阴影。2008年全球金融危
机后，世界经济整体增长缓慢。发达经济体受到金
融危机的负面影响最大。为刺激本国经济增长，欧
美发达经济体相继使用量化宽松货币政策，导致各
部门杠杆率快速提升，但经济却没有因此而好转，
反而出现了“低增长、低利率、低通胀”的“三低”
现象，成为近十年来困扰发达经济体和全球经济的 ..."
324,Y2021,M06,#480,发达经济体面临“三低”困境的原因、风险和未来挑战——基于欧美的经验证据,宏观经济与市场,Macro Economy & Market,--,郝毅,"Macro Economy & Market
发达经济体面临“
风险和未来挑战
—— 基于欧美的经验证据
◎郝毅
摘要：当前，“低增长、低利率、低通胀”这一
局面不再是日本经济的独有现象，而成为欧美发达
经济体共同面临的难题，并且暂无扭转迹象。本文
剖析了发达经济体“三低”困境形成的原因和现状，
认为“三低”因素之间存在互为因果和互相强化的
关系，并会带来非居民部门杠杆率增加、金融泡沫
累积和经济增长动能下降等风险。在后疫情时代，
这些风险将显著压缩宏观政策的空间，给世界经济
复苏带来更大不确定性。
关键词：“三低”困境；经济风险；政策调控
中图分类号：F831            文献标识码：A
2020年，新冠肺炎疫情的暴发使刚刚出现复苏
曙光的全球经济再次蒙上阴影。2008年全球金融危
机后，世界经济整体增长缓慢。发达经济体受到金
融危机的负面影响最大。为刺激本国经济增长，欧
美发达经济体相继使用量化宽松货币政策，导致各
部门杠杆率快速提升，但经济却没有因此而好转，
反而出现了“低增长、低利率、低通胀”的“三低”
现象，成为近十年来困扰发达经济体和全球经济的 ..."
325,Y2021,M06,#480,美元信用边界与美国财政赤字货币化 ,金融前沿,Financial Foresight,--,王晋斌 蒋冬雪,"货币化
◎王晋斌   蒋冬雪
摘要：本文从“特里芬难题”中抽象出美元信
用边界：在金本位下，美元信用边界就是美国储备
的黄金数量要至少等于美元-黄金维持固定兑换价
格要求的数量；在信用本位下，美元信用边界就是
美元创造安全性资产的最大边界，这也是美国财政
赤字货币化能力的全球边界。在美元信用的最大边
界内，美元作为全球重要的安全性资产属性不发生
实质性变化。一旦突破美元信用的最大边界，美元
国际货币体系将发生实质性改变。
关键词：特里芬难题；美元信用边界；财政赤字
中图分类号：F831              文献标识码：A
一、金本位与信用本位制度下的美元
信用边界
1960年，美国经济学家特里芬在《黄金与美元
危机——自由兑换的未来》一书中指出，由于美元
与黄金挂钩，而其他国家的货币与美元挂钩，美元
取得了国际核心货币的地位，但世界各国为了发展
国际贸易，必须用美元作为结算与储备货币，这样 ..."
326,Y2021,M06,#480,美元信用边界与美国财政赤字货币化,金融前沿,Financial Foresight,--,王晋斌 蒋冬雪,"货币化
◎王晋斌   蒋冬雪
摘要：本文从“特里芬难题”中抽象出美元信
用边界：在金本位下，美元信用边界就是美国储备
的黄金数量要至少等于美元-黄金维持固定兑换价
格要求的数量；在信用本位下，美元信用边界就是
美元创造安全性资产的最大边界，这也是美国财政
赤字货币化能力的全球边界。在美元信用的最大边
界内，美元作为全球重要的安全性资产属性不发生
实质性变化。一旦突破美元信用的最大边界，美元
国际货币体系将发生实质性改变。
关键词：特里芬难题；美元信用边界；财政赤字
中图分类号：F831              文献标识码：A
一、金本位与信用本位制度下的美元
信用边界
1960年，美国经济学家特里芬在《黄金与美元
危机——自由兑换的未来》一书中指出，由于美元
与黄金挂钩，而其他国家的货币与美元挂钩，美元
取得了国际核心货币的地位，但世界各国为了发展
国际贸易，必须用美元作为结算与储备货币，这样 ..."
327,Y2021,M06,#480,中央银行应对新冠肺炎疫情影响的政策措施 ,金融前沿,Financial Foresight,--,曾繁荣,"影响的政策措施
◎曾繁荣
摘要：新冠肺炎疫情已蔓延到大多数国家，造
成了前所未有的社会、经济、金融负面冲击。各经
济体政府超常规应对，各经济体中央银行也迅速作
出超常规政策反应。本文分析了18个发达经济体
（AEs）和21个新兴市场经济体（EMEs）的中央银
行在2020年2月—7月期间为应对新冠肺炎疫情大
流行（即第一波大流行期间）的严重负面冲击所采
取的主要救助措施及其力度与特点，为进一步研究
此类重大突发卫生公共事件提供借鉴。
关键词：新冠肺炎疫情；货币政策；借贷操作
资产购买计划；外汇政策；准备金政策
中图分类号：F831              文献标识码：A
2020年年初暴发的新冠肺炎疫情给全球大多数
国家带来了前所未有的医疗冲击以及较多严重的负
面经济影响（见图1左图）。为限制疫情传播而实
施的封锁措施导致多地停产停工，生产活动被抑制
许多商品和服务需求骤减，尤其是娱乐、食品服务
和旅行等领域。员工收入和企业现金流量的突然减
少增加了抵押贷款、消费贷款及企业贷款的违约风
险，加剧了人们对金融体系稳健性的担忧。
新冠肺炎疫情大流行对经济的传导路径与 ..."
328,Y2021,M06,#480,中央银行应对新冠肺炎疫情影响的政策措施,金融前沿,Financial Foresight,--,曾繁荣,"影响的政策措施
◎曾繁荣
摘要：新冠肺炎疫情已蔓延到大多数国家，造
成了前所未有的社会、经济、金融负面冲击。各经
济体政府超常规应对，各经济体中央银行也迅速作
出超常规政策反应。本文分析了18个发达经济体
（AEs）和21个新兴市场经济体（EMEs）的中央银
行在2020年2月—7月期间为应对新冠肺炎疫情大
流行（即第一波大流行期间）的严重负面冲击所采
取的主要救助措施及其力度与特点，为进一步研究
此类重大突发卫生公共事件提供借鉴。
关键词：新冠肺炎疫情；货币政策；借贷操作
资产购买计划；外汇政策；准备金政策
中图分类号：F831              文献标识码：A
2020年年初暴发的新冠肺炎疫情给全球大多数
国家带来了前所未有的医疗冲击以及较多严重的负
面经济影响（见图1左图）。为限制疫情传播而实
施的封锁措施导致多地停产停工，生产活动被抑制
许多商品和服务需求骤减，尤其是娱乐、食品服务
和旅行等领域。员工收入和企业现金流量的突然减
少增加了抵押贷款、消费贷款及企业贷款的违约风
险，加剧了人们对金融体系稳健性的担忧。
新冠肺炎疫情大流行对经济的传导路径与 ..."
329,Y2021,M06,#480,银行员的本职——做生意——《张公权金融言论集》（马学斌编著）摘登（4） ,张公权金融思想专栏,Special Column,--,张公权,"[按] 原载《中行月刊》第2期（1930年8月
银行的一篇代表作。该文体现了他的经营理念，
该文深入浅出地阐释了银行经营的基本原则
认为“从你每日所见所闻所做的事物上，去用心思
这就叫做‘生意’。别人的生意，我帮他发生关
特种营业”，其实，银行就是做生意的；只是卖的
我说，银行亦是一种商店，他出卖的是他的信用和
就是要他的信用，银行就是出卖他的信用。出卖
的服务”。他在文尾呼吁：“希望同仁知道，离开
该当作生意做”。读来通俗易懂，言简意赅。
银行员的本职—
——《  张公权金融言论集
◎张公权
从前不论什么人，要进商界，总得先做徒弟，
学生意。进药材行的，亦是学生意，他告诉人便说
是，我学药材生意。进洋货店的亦是学生意，进钱
庄的，亦是学生意。他们告诉人便说是，我学洋货、
钱庄生意。可见不论什么行业，脱不了生意两字。
入门的时候，先得学做生意，等到他徒弟出师，慢
慢有了经验，他就可以做生意了。这个人能做生意
的，就说他懂生意经。我们将生意两字的解释，暂
且不论。从前的学生意，到底学些什么，就我们所
晓得的，做徒弟的时候，洒扫应对、文字、记账、 ..."
